tx_id,trace_steps,challenge_timeout,max_bisection_rounds,sample_index,mutated_step,bisection_rounds,expected_log2_rounds,challenge_step_calls,timed_out_detected,recover_status,recover_count,target_step,replay_passed,challenge_success,final_status
challenge-t128-to2-r16-s3,128,2,16,3,64,7,7,7,True,RECOVERED,1,64,False,True,SLASHED
challenge-t128-to2-r16-s4,128,2,16,4,64,7,7,7,True,RECOVERED,1,64,False,True,SLASHED
challenge-t128-to2-r16-s5,128,2,16,5,64,7,7,7,True,RECOVERED,1,64,False,True,SLASHED
challenge-t128-to2-r16-s6,128,2,16,6,64,7,7,7,True,RECOVERED,1,64,False,True,SLASHED
challenge-t128-to2-r16-s7,128,2,16,7,64,7,7,7,True,RECOVERED,1,64,False,True,SLASHED
challenge-t128-to2-r16-s8,128,2,16,8,64,7,7,7,True,RECOVERED,1,64,False,True,SLASHED
challenge-t128-to2-r16-s9,128,2,16,9,64,7,7,7,True,RECOVERED,1,64,False,True,SLASHED
challenge-t128-to2-r16-s10,128,2,16,10,64,7,7,7,True,RECOVERED,1,64,False,True,SLASHED
challenge-t128-to2-r16-s11,128,2,16,11,64,7,7,7,True,RECOVERED,1,64,False,True,SLASHED
challenge-t128-to2-r16-s12,128,2,16,12,64,7,7,7,True,RECOVERED,1,64,False,True,SLASHED
challenge-t128-to2-r16-s13,128,2,16,13,64,7,7,7,True,RECOVERED,1,64,False,True,SLASHED
challenge-t128-to2-r16-s14,128,2,16,14,64,7,7,7,True,RECOVERED,1,64,False,True,SLASHED
challenge-t128-to2-r16-s15,128,2,16,15,64,7,7,7,True,RECOVERED,1,64,False,True,SLASHED
challenge-t128-to2-r16-s16,128,2,16,16,64,7,7,7,True,RECOVERED,1,64,False,True,SLASHED
challenge-t128-to2-r16-s17,128,2,16,17,64,7,7,7,True,RECOVERED,1,64,False,True,SLASHED
challenge-t128-to2-r16-s18,128,2,16,18,64,7,7,7,True,RECOVERED,1,64,False,True,SLASHED
challenge-t128-to2-r16-s19,128,2,16,19,64,7,7,7,True,RECOVERED,1,64,False,True,SLASHED
challenge-t128-to2-r16-s20,128,2,16,20,64,7,7,7,True,RECOVERED,1,64,False,True,SLASHED
challenge-t128-to2-r16-s21,128,2,16,21,64,7,7,7,True,RECOVERED,1,64,False,True,SLASHED
challenge-t128-to2-r16-s22,128,2,16,22,64,7,7,7,True,RECOVERED,1,64,False,True,SLASHED
challenge-t128-to2-r16-s23,128,2,16,23,64,7,7,7,True,RECOVERED,1,64,False,True,SLASHED
challenge-t128-to2-r16-s24,128,2,16,24,64,7,7,7,True,RECOVERED,1,64,False,True,SLASHED
challenge-t128-to2-r16-s25,128,2,16,25,64,7,7,7,True,RECOVERED,1,64,False,True,SLASHED
challenge-t128-to2-r16-s26,128,2,16,26,64,7,7,7,True,RECOVERED,1,64,False,True,SLASHED
challenge-t128-to2-r16-s27,128,2,16,27,64,7,7,7,True,RECOVERED,1,64,False,True,SLASHED
challenge-t128-to2-r16-s28,128,2,16,28,64,7,7,7,True,RECOVERED,1,64,False,True,SLASHED
challenge-t128-to2-r16-s29,128,2,16,29,64,7,7,7,True,RECOVERED,1,64,False,True,SLASHED
challenge-t128-to2-r16-s30,128,2,16,30,64,7,7,7,True,RECOVERED,1,64,False,True,SLASHED
challenge-t128-to2-r16-s31,128,2,16,31,64,7,7,7,True,RECOVERED,1,64,False,True,SLASHED
challenge-t128-to2-r16-s32,128,2,16,32,64,7,7,7,True,RECOVERED,1,64,False,True,SLASHED
challenge-t128-to2-r16-s33,128,2,16,33,64,7,7,7,True,RECOVERED,1,64,False,True,SLASHED
challenge-t128-to2-r16-s34,128,2,16,34,64,7,7,7,True,RECOVERED,1,64,False,True,SLASHED
challenge-t128-to2-r16-s35,128,2,16,35,64,7,7,7,True,RECOVERED,1,64,False,True,SLASHED
challenge-t128-to2-r16-s36,128,2,16,36,64,7,7,7,True,RECOVERED,1,64,False,True,SLASHED
challenge-t128-to2-r16-s37,128,2,16,37,64,7,7,7,True,RECOVERED,1,64,False,True,SLASHED
challenge-t128-to2-r16-s38,128,2,16,38,64,7,7,7,True,RECOVERED,1,64,False,True,SLASHED
challenge-t128-to2-r16-s39,128,2,16,39,64,7,7,7,True,RECOVERED,1,64,False,True,SLASHED
challenge-t128-to2-r16-s40,128,2,16,40,64,7,7,7,True,RECOVERED,1,64,False,True,SLASHED
challenge-t128-to2-r16-s41,128,2,16,41,64,7,7,7,True,RECOVERED,1,64,False,True,SLASHED
challenge-t128-to2-r16-s42,128,2,16,42,64,7,7,7,True,RECOVERED,1,64,False,True,SLASHED
challenge-t128-to2-r16-s43,128,2,16,43,64,7,7,7,True,RECOVERED,1,64,False,True,SLASHED
challenge-t128-to2-r16-s44,128,2,16,44,64,7,7,7,True,RECOVERED,1,64,False,True,SLASHED
challenge-t128-to2-r16-s45,128,2,16,45,64,7,7,7,True,RECOVERED,1,64,False,True,SLASHED
challenge-t128-to2-r16-s46,128,2,16,46,64,7,7,7,True,RECOVERED,1,64,False,True,SLASHED
challenge-t128-to2-r16-s47,128,2,16,47,64,7,7,7,True,RECOVERED,1,64,False,True,SLASHED
challenge-t128-to2-r16-s48,128,2,16,48,64,7,7,7,True,RECOVERED,1,64,False,True,SLASHED
challenge-t128-to2-r16-s49,128,2,16,49,64,7,7,7,True,RECOVERED,1,64,False,True,SLASHED
challenge-t128-to2-r16-s50,128,2,16,50,64,7,7,7,True,RECOVERED,1,64,False,True,SLASHED
challenge-t128-to2-r16-s51,128,2,16,51,64,7,7,7,True,RECOVERED,1,64,False,True,SLASHED
challenge-t128-to2-r16-s52,128,2,16,52,64,7,7,7,True,RECOVERED,1,64,False,True,SLASHED
challenge-t128-to2-r16-s53,128,2,16,53,64,7,7,7,True,RECOVERED,1,64,False,True,SLASHED
challenge-t128-to2-r16-s54,128,2,16,54,64,7,7,7,True,RECOVERED,1,64,False,True,SLASHED
challenge-t128-to2-r16-s55,128,2,16,55,64,7,7,7,True,RECOVERED,1,64,False,True,SLASHED
challenge-t128-to2-r16-s56,128,2,16,56,64,7,7,7,True,RECOVERED,1,64,False,True,SLASHED
challenge-t128-to2-r16-s57,128,2,16,57,64,7,7,7,True,RECOVERED,1,64,False,True,SLASHED
challenge-t128-to2-r16-s58,128,2,16,58,64,7,7,7,True,RECOVERED,1,64,False,True,SLASHED
challenge-t128-to2-r16-s59,128,2,16,59,64,7,7,7,True,RECOVERED,1,64,False,True,SLASHED
challenge-t128-to2-r16-s60,128,2,16,60,64,7,7,7,True,RECOVERED,1,64,False,True,SLASHED
challenge-t128-to2-r16-s61,128,2,16,61,64,7,7,7,True,RECOVERED,1,64,False,True,SLASHED
challenge-t128-to2-r16-s62,128,2,16,62,64,7,7,7,True,RECOVERED,1,64,False,True,SLASHED
challenge-t128-to2-r16-s63,128,2,16,63,64,7,7,7,True,RECOVERED,1,64,False,True,SLASHED
challenge-t128-to2-r16-s64,128,2,16,64,64,7,7,7,True,RECOVERED,1,64,False,True,SLASHED
challenge-t128-to2-r16-s65,128,2,16,65,64,7,7,7,True,RECOVERED,1,64,False,True,SLASHED
challenge-t128-to2-r16-s66,128,2,16,66,64,7,7,7,True,RECOVERED,1,64,False,True,SLASHED
challenge-t128-to2-r16-s67,128,2,16,67,64,7,7,7,True,RECOVERED,1,64,False,True,SLASHED
challenge-t128-to2-r16-s68,128,2,16,68,64,7,7,7,True,RECOVERED,1,64,False,True,SLASHED
challenge-t128-to2-r16-s69,128,2,16,69,64,7,7,7,True,RECOVERED,1,64,False,True,SLASHED
challenge-t128-to2-r16-s70,128,2,16,70,64,7,7,7,True,RECOVERED,1,64,False,True,SLASHED
challenge-t128-to2-r16-s71,128,2,16,71,64,7,7,7,True,RECOVERED,1,64,False,True,SLASHED
challenge-t128-to2-r16-s72,128,2,16,72,64,7,7,7,True,RECOVERED,1,64,False,True,SLASHED
challenge-t128-to2-r16-s73,128,2,16,73,64,7,7,7,True,RECOVERED,1,64,False,True,SLASHED
challenge-t128-to2-r16-s74,128,2,16,74,64,7,7,7,True,RECOVERED,1,64,False,True,SLASHED
challenge-t128-to2-r16-s75,128,2,16,75,64,7,7,7,True,RECOVERED,1,64,False,True,SLASHED
challenge-t128-to2-r16-s76,128,2,16,76,64,7,7,7,True,RECOVERED,1,64,False,True,SLASHED
challenge-t128-to2-r16-s77,128,2,16,77,64,7,7,7,True,RECOVERED,1,64,False,True,SLASHED
challenge-t128-to2-r16-s78,128,2,16,78,64,7,7,7,True,RECOVERED,1,64,False,True,SLASHED
challenge-t128-to2-r16-s79,128,2,16,79,64,7,7,7,True,RECOVERED,1,64,False,True,SLASHED
challenge-t128-to2-r16-s80,128,2,16,80,64,7,7,7,True,RECOVERED,1,64,False,True,SLASHED
challenge-t128-to2-r16-s81,128,2,16,81,64,7,7,7,True,RECOVERED,1,64,False,True,SLASHED
challenge-t128-to2-r16-s82,128,2,16,82,64,7,7,7,True,RECOVERED,1,64,False,True,SLASHED
challenge-t128-to2-r16-s83,128,2,16,83,64,7,7,7,True,RECOVERED,1,64,False,True,SLASHED
challenge-t128-to2-r16-s84,128,2,16,84,64,7,7,7,True,RECOVERED,1,64,False,True,SLASHED
challenge-t128-to2-r16-s85,128,2,16,85,64,7,7,7,True,RECOVERED,1,64,False,True,SLASHED
challenge-t128-to2-r16-s86,128,2,16,86,64,7,7,7,True,RECOVERED,1,64,False,True,SLASHED
challenge-t128-to2-r16-s87,128,2,16,87,64,7,7,7,True,RECOVERED,1,64,False,True,SLASHED
challenge-t128-to2-r16-s88,128,2,16,88,64,7,7,7,True,RECOVERED,1,64,False,True,SLASHED
challenge-t128-to2-r16-s89,128,2,16,89,64,7,7,7,True,RECOVERED,1,64,False,True,SLASHED
challenge-t128-to2-r16-s90,128,2,16,90,64,7,7,7,True,RECOVERED,1,64,False,True,SLASHED
challenge-t128-to2-r16-s91,128,2,16,91,64,7,7,7,True,RECOVERED,1,64,False,True,SLASHED
challenge-t128-to2-r16-s92,128,2,16,92,64,7,7,7,True,RECOVERED,1,64,False,True,SLASHED
challenge-t128-to2-r16-s93,128,2,16,93,64,7,7,7,True,RECOVERED,1,64,False,True,SLASHED
challenge-t128-to2-r16-s94,128,2,16,94,64,7,7,7,True,RECOVERED,1,64,False,True,SLASHED
challenge-t128-to2-r16-s95,128,2,16,95,64,7,7,7,True,RECOVERED,1,64,False,True,SLASHED
challenge-t128-to2-r16-s96,128,2,16,96,64,7,7,7,True,RECOVERED,1,64,False,True,SLASHED
challenge-t128-to2-r16-s97,128,2,16,97,64,7,7,7,True,RECOVERED,1,64,False,True,SLASHED
challenge-t128-to2-r16-s98,128,2,16,98,64,7,7,7,True,RECOVERED,1,64,False,True,SLASHED
challenge-t128-to2-r16-s99,128,2,16,99,64,7,7,7,True,RECOVERED,1,64,False,True,SLASHED
challenge-t128-to2-r16-s100,128,2,16,100,64,7,7,7,True,RECOVERED,1,64,False,True,SLASHED
